Código,Nome,Unidade,Quantidade,Total custo,Total venda,Valor lucro,%Lucro
01012323,CALÇA VICIO,UN,2,"0,00","318,00","318,00","100,00%"
01012324,CALÇA VICIO MODELADORA,UN,7,"0,00","1.113,00","1113,00","100,00%"
01012326,CALÇA VICIO FATAL,UN,2,"0,00","318,00","318,00","100,00%"
01012327,CALÇA VICIO,UN,8,"0,00","1.237,10","1237,10","100,00%"
01012340,CALÇA VICIO,UN,1,"0,00","142,50","142,50","100,00%"
01012341,CALÇA VICIO FATAL,UN,1,"0,00","159,00","159,00","100,00%"
01012351,CALÇA VICIO,UN,1,"0,00","159,00","159,00","100,00%"
01012357,CALÇA VICIO FATAL,UN,2,"0,00","318,00","318,00","100,00%"
01012365,CALÇA VICIO FATAL,UN,1,"0,00","159,00","159,00","100,00%"
01012366,CALÇA VICIO FATAL,UN,5,"0,00","779,00","779,00","100,00%"
01012368,CALÇA VICIO FATAL,UN,9,"0,00","1.428,11","1428,11","100,00%"
01012369,CALÇA VICIO,UN,4,"0,00","519,50","519,50","100,00%"
01012370,CALÇA VICIO FATAL,UN,1,"0,00","159,00","159,00","100,00%"
01012377,CALÇA VICIO,UN,1,"0,00","159,00","159,00","100,00%"
01012379,CALÇA VICIO,UN,1,"0,00","159,00","159,00","100,00%"
01012397,CALÇA VICIO FATAL,UN,1,"0,00","159,00","159,00","100,00%"
01012407,CALÇA VICIO FATAL,UN,4,"0,00","636,00","636,00","100,00%"
01012408,CALÇA VICIO FATAL,UN,1,"0,00","159,00","159,00","100,00%"
01012412,CALÇA VICIO,UN,1,"0,00","159,00","159,00","100,00%"
01012413,CALÇA VICIO,UN,1,"0,00","159,00","159,00","100,00%"
01012423,CALÇA VICIO FATAL,UN,1,"0,00","159,00","159,00","100,00%"
01012433,CALÇA VICIO FATAL,UN,2,"0,00","302,00","302,00","100,00%"
01012435,CALÇA VICIO,UN,3,"0,00","477,00","477,00","100,00%"
01012437,CALÇA VICIO,UN,1,"0,00","159,00","159,00","100,00%"
01012446,CALÇA VICIO,UN,1,"0,00","159,00","159,00","100,00%"
01012449,CALÇA VICIO FATAL,UN,3,"0,00","453,01","453,01","100,00%"
01012451,CALÇAS VICIO FATAL,UN,1,"0,00","159,00","159,00","100,00%"
01012461,CALÇA VICIO FATAL,UN,1,"0,00","159,00","159,00","100,00%"
01012474,CALÇA VICIO,UN,1,"0,00","159,00","159,00","100,00%"
01012475,CALÇA VICIO FATAL,UN,5,"0,00","752,15","752,15","100,00%"
01012480,CALÇA VICIO,UN,2,"0,00","318,00","318,00","100,00%"
01012481,CALÇA VICIO FATAL,UN,2,"0,00","318,00","318,00","100,00%"
01012499,CALÇA VICIO,UN,3,"0,00","458,00","458,00","100,00%"
01012500,CALÇA VICIO FATAL,UN,2,"0,00","294,01","294,01","100,00%"
01012518,CALÇA VICIO,UN,2,"0,00","318,00","318,00","100,00%"
01012533,CALÇA VICIO MODELADORA,UN,2,"0,00","301,00","301,00","100,00%"
01012534,CALÇA VICIO,UN,3,"0,00","477,00","477,00","100,00%"
01012544,CALÇA VICIO,UN,1,"0,00","159,00","159,00","100,00%"
01012553,CALÇA VICIO,UN,1,"0,00","151,00","151,00","100,00%"
01012558,CALÇA VICIO MODELADORA,UN,1,"0,00","159,00","159,00","100,00%"
01012559,CALÇA VICIO,UN,2,"0,00","318,00","318,00","100,00%"
01012561,CALÇA VICIO,UN,1,"0,00","159,00","159,00","100,00%"
01012570,CALÇA VICIO,UN,1,"0,00","159,00","159,00","100,00%"
01012588,CALÇA VICIO,UN,4,"0,00","620,00","620,00","100,00%"
01012595,CALÇA VICIO FATAL,UN,2,"0,00","319,00","319,00","100,00%"
01012596,CALÇA,UN,1,"0,00","159,00","159,00","100,00%"
01012600,CALÇA VELUDO,UN,1,"44,90","96,00","51,10","53,22%"
01012622,CALÇA VICIO,UN,1,"0,00","159,00","159,00","100,00%"
01012630,CALÇA VICIO,UN,2,"0,00","318,00","318,00","100,00%"
01012631,CALÇA VICIO,UN,1,"0,00","143,10","143,10","100,00%"
01012636,CALÇA VICIO,UN,1,"0,00","159,00","159,00","100,00%"
01012638,CALÇA VICIO,UN,2,"0,00","318,00","318,00","100,00%"
01012640,CALÇA VICIO,UN,4,"0,00","620,00","620,00","100,00%"
01012646,CALÇA VICIO,UN,1,"0,00","75,00","75,00","100,00%"
01012649,CALÇA VICIO,UN,3,"0,00","461,00","461,00","100,00%"
01012652,CALÇA VICIO MODELADORA,UN,1,"0,00","143,10","143,10","100,00%"
01012675,CALÇA VICIO,UN,3,"0,00","477,00","477,00","100,00%"
01012678,CALÇA VICIO,UN,2,"0,00","301,00","301,00","100,00%"
01012681,CALÇA VICIO,UN,2,"0,00","318,00","318,00","100,00%"
01012697,CALÇA VICIO,UN,3,"0,00","477,00","477,00","100,00%"
01012701,CALÇA VICIO,UN,1,"0,00","159,00","159,00","100,00%"
01012704,CALÇA VICIO,UN,1,"0,00","159,00","159,00","100,00%"
01012715,CALÇA VICIO,UN,1,"0,00","150,01","150,01","100,00%"
01012724,CALÇA VICIO,UN,2,"0,00","318,00","318,00","100,00%"
01012734,CALÇA VICIO,UN,1,"0,00","159,00","159,00","100,00%"
01012744,CALÇA VICIO,UN,2,"0,00","318,00","318,00","100,00%"
01012745,CALÇA VICIO,UN,4,"0,00","620,00","620,00","100,00%"
01012758,CALÇA VICIO,UN,1,"0,00","159,00","159,00","100,00%"
01012759,CALÇA VICIO,UN,3,"0,00","477,00","477,00","100,00%"
01012764,CALÇA VICIO,UN,3,"0,00","477,00","477,00","100,00%"
01012770,CALÇA VICIO,UN,1,"0,00","159,00","159,00","100,00%"
01012774,CALÇA VICIO,UN,1,"0,00","159,00","159,00","100,00%"
01012781,CALÇA VICIO,UN,1,"0,00","59,00","59,00","100,00%"
01012787,CALÇA VICIO,UN,2,"0,00","318,00","318,00","100,00%"
01012799,CALÇA VICIO,UN,2,"0,00","318,00","318,00","100,00%"
01012801,CALÇA VICIO,UN,3,"0,00","477,00","477,00","100,00%"
01012815,CALÇA VICIO,UN,1,"0,00","159,00","159,00","100,00%"
01012834,CALÇA VICIO,UN,1,"0,00","159,00","159,00","100,00%"
01012840,CALÇA VICIO,UN,2,"0,00","327,00","327,00","100,00%"
01012841,CALÇA VICIO,UN,2,"0,00","318,00","318,00","100,00%"
01012853,CALÇA VICIO,UN,2,"0,00","318,00","318,00","100,00%"
01012869,CALÇA VICIO,UN,1,"0,00","159,00","159,00","100,00%"
01012873,CALÇA VICIO,UN,2,"0,00","318,00","318,00","100,00%"
01012880,CALÇA COLORIDA,UN,4,"0,00","850,00","850,00","100,00%"
01012885,CALÇA VICIO,UN,1,"0,00","159,00","159,00","100,00%"
01012889,CALÇA VICIO,UN,2,"0,00","302,10","302,10","100,00%"
01012892,CALÇA VICIO,UN,2,"0,00","318,00","318,00","100,00%"
01012900,CALÇA VICIO,UN,1,"0,00","159,00","159,00","100,00%"
01012928,CALÇA VICIO,UN,1,"0,00","168,00","168,00","100,00%"
01012956,CALÇA VICIO,UN,2,"179,80","327,00","147,20","45,01%"
01012960,CALÇA VICIO,UN,1,"0,00","168,00","168,00","100,00%"
01012990,CALÇA VICIO,UN,1,"0,00","168,00","168,00","100,00%"
01013009,CALÇA VICIO FEMININA,UN,1,"0,00","150,01","150,01","100,00%"
01013020,CALÇA VICIO,UN,1,"0,00","168,00","168,00","100,00%"
01013025,CALÇA VICIO,UN,1,"0,00","168,00","168,00","100,00%"
01013036,CALÇA VICIO,UN,1,"0,00","168,00","168,00","100,00%"
01013042,CALÇA VICIO,UN,1,"0,00","168,00","168,00","100,00%"
01013043,CALÇA VICIO,UN,1,"0,00","168,00","168,00","100,00%"
01013046,CALÇA VICIO,UN,2,"0,00","336,00","336,00","100,00%"
01013064,CALÇA VICIO,UN,1,"84,90","168,00","83,10","49,46%"
01013065,CALÇA VICIO,UN,1,"0,00","168,00","168,00","100,00%"
01013080,CALÇA VICIO,UN,2,"0,00","336,00","336,00","100,00%"
01013115,CALÇA VICIO,UN,1,"0,00","168,00","168,00","100,00%"
01013117,CALÇA VICIO,UN,1,"84,90","168,00","83,10","49,46%"
01013122,CALÇA VICIO,UN,1,"84,90","150,01","65,11","43,40%"
01013123,CALÇA VICIO,UN,1,"0,00","151,18","151,18","100,00%"
01013127,CALÇA VICIO,UN,2,"84,90","336,00","251,10","74,73%"
01013142,CALÇA VICIO,UN,1,"0,00","168,00","168,00","100,00%"
01013146,CALÇA VICIO,UN,1,"0,00","150,01","150,01","100,00%"
01013156,CALÇA VICIO,UN,1,"84,90","168,00","83,10","49,46%"
01013157,CALÇA VICIO,UN,1,"0,00","168,00","168,00","100,00%"
01013166,CALÇA VICIO,UN,1,"0,00","151,00","151,00","100,00%"
01013172,CALÇA VICIO,UN,2,"84,90","318,01","233,11","73,30%"
01013178,CALÇA VICIO,UN,7,"0,00","1.125,30","1125,30","100,00%"
01013179,CALÇA VICIO FATAL,UN,4,"0,00","672,00","672,00","100,00%"
01013185,CALÇA VICIO,UN,1,"0,00","168,00","168,00","100,00%"
01013186,CALÇA VICIO,UN,3,"0,00","478,80","478,80","100,00%"
01013192,CALÇA VICIO,UN,1,"84,90","168,00","83,10","49,46%"
01013197,CALÇA VICIO,UN,1,"0,00","168,00","168,00","100,00%"
01013198,CALÇA VICIO,UN,1,"84,90","151,20","66,30","43,84%"
01013200,CALÇA VICIO,UN,4,"0,00","621,60","621,60","100,00%"
01013201,CALÇA VICIO,UN,1,"0,00","168,00","168,00","100,00%"
01013203,CALÇA VICIO,UN,1,"84,90","151,00","66,10","43,77%"
01013206,CALÇA VICIO,UN,2,"0,00","334,00","334,00","100,00%"
01013213,CALÇA VICIO,UN,1,"0,00","168,00","168,00","100,00%"
01013221,CALÇA VICIO,UN,2,"0,00","336,00","336,00","100,00%"
01013243,CALÇA VICIO,UN,1,"0,00","151,20","151,20","100,00%"
01013249,CALÇA VICIO,UN,2,"0,00","319,20","319,20","100,00%"
01013250,CALÇA VICIO,UN,1,"84,90","108,46","23,56","21,72%"
01013251,CALÇA VICIO,UN,1,"0,00","168,00","168,00","100,00%"
01013262,CALCA VICIO,UN,1,"0,00","168,00","168,00","100,00%"
01013282,CALÇA VICIO,UN,1,"0,00","168,00","168,00","100,00%"
01013284,CALÇA VICIO,UN,1,"84,90","168,00","83,10","49,46%"
01013325,CALÇA VICIO,UN,2,"0,00","313,41","313,41","100,00%"
01013328,CALÇA VICIO,UN,1,"84,90","168,00","83,10","49,46%"
01013334,CALÇA VICIO,UN,1,"84,90","168,00","83,10","49,46%"
01013335,CALÇA VICIO,UN,1,"94,90","168,00","73,10","43,51%"
01013353,CALÇA VICIO,UN,1,"0,00","134,40","134,40","100,00%"
01013369,CALÇA VICIO,UN,1,"84,90","168,00","83,10","49,46%"
01013385,CALÇA VICIO,UN,1,"84,90","168,00","83,10","49,46%"
01013387,CALÇA VICIO,UN,1,"89,90","168,00","78,10","46,48%"
01013389,CALÇA VICIO,UN,1,"84,90","150,98","66,08","43,76%"
01013392,CALÇA VICIO,UN,1,"84,90","168,00","83,10","49,46%"
01013409,CALÇA VICIO,UN,1,"0,00","151,20","151,20","100,00%"
01013430,CALÇA VICIO,UN,1,"89,90","151,20","61,30","40,54%"
01013432,CALÇA PRETA VICIO,UN,3,"259,70","504,00","244,30","48,47%"
01013440,CALÇA VICIO,UN,1,"89,90","168,00","78,10","46,48%"
01013442,CALÇA VICIO,UN,1,"84,90","151,00","66,10","43,77%"
01013454,CALÇA,UN,1,"89,90","168,00","78,10","46,48%"
01013469,CALÇA VICIO,UN,2,"169,80","336,00","166,20","49,46%"
01013476,CALÇA VICIO,UN,1,"84,90","150,01","65,11","43,40%"
01013555,CALÇA VICIO,UN,1,"89,90","151,20","61,30","40,54%"
01013567,CALÇA VICIO,UN,1,"84,90","168,00","83,10","49,46%"
01013579,CALÇA VICIO,UN,1,"84,90","168,00","83,10","49,46%"
01013584,CALÇA VICIO,UN,1,"89,90","168,00","78,10","46,48%"
01013593,CALÇA,UN,1,"89,90","168,00","78,10","46,48%"
01013594,CALÇA VICIO,UN,2,"179,80","319,00","139,20","43,63%"
01013605,CALÇA VICIO,UN,1,"84,90","150,01","65,11","43,40%"
01013607,CALÇA VICIO,UN,1,"89,90","168,00","78,10","46,48%"
01013634,CALÇA,UN,1,"89,90","151,00","61,10","40,46%"
01013635,CALÇA VICIO,UN,1,"84,90","168,00","83,10","49,46%"
01013639,CALÇA,UN,2,"169,80","319,20","149,40","46,80%"
01013640,CALÇA VICIO,UN,1,"84,90","168,00","83,10","49,46%"
01013643,CALÇA VICIO,UN,1,"84,90","151,20","66,30","43,84%"
01013644,CALÇA VICIO,UN,1,"84,90","168,00","83,10","49,46%"
01013647,CALÇA VICIO,UN,1,"84,90","168,00","83,10","49,46%"
01013662,CALÇA VICIO,UN,2,"169,80","319,20","149,40","46,80%"
01013666,CALÇA VICIO,UN,1,"84,90","158,91","74,01","46,57%"
01013673,CALÇA VICIO,UN,1,"84,90","168,00","83,10","49,46%"
01013689,CALÇA VICIO,UN,1,"84,90","168,00","83,10","49,46%"
01013708,CALÇA,UN,1,"84,90","150,01","65,11","43,40%"
01013727,CALÇA VICIO,UN,1,"84,90","151,20","66,30","43,84%"
01013730,CALÇA VICIO,UN,1,"84,90","168,00","83,10","49,46%"
01013735,CALÇA VICIO,UN,1,"89,90","168,00","78,10","46,48%"
01013754,CALÇA VICIO,UN,2,"169,80","336,00","166,20","49,46%"
01013759,CALÇA VICIO,UN,1,"89,90","168,00","78,10","46,48%"
01013760,CALÇA VICIO,UN,1,"89,90","168,00","78,10","46,48%"
01013763,CALÇA VICIO,UN,1,"84,90","168,00","83,10","49,46%"
01013768,CALÇA VICIO,UN,1,"84,90","150,01","65,11","43,40%"
01013782,CALÇA VICIO,UN,7,"594,30","1.176,00","581,70","49,46%"
01013793,CALÇA,UN,2,"179,80","318,01","138,21","43,46%"
01013799,CALÇA VICIO,UN,2,"179,80","267,61","87,81","32,81%"
01013806,CALÇA VICIO,UN,1,"89,90","61,20","-28,70","-46,89%"
01013814,CALÇA VICIO,UN,2,"179,80","163,20","-16,60","-10,17%"
01013815,CALÇA VICIO,UN,1,"89,90","168,00","78,10","46,48%"
01013818,CALÇA VICIO,UN,3,"269,70","487,20","217,50","44,64%"
01013838,CALÇA,UN,1,"89,90","151,20","61,30","40,54%"
01013843,CALÇA,UN,1,"89,90","168,00","78,10","46,48%"
01013845,CALÇA VICIO,UN,1,"89,90","168,00","78,10","46,48%"
01013846,CALÇA,UN,1,"89,90","168,00","78,10","46,48%"
01013863,CALÇA VICIO,UN,4,"339,60","635,97","296,37","46,60%"
01013866,CALÇA VICIO,UN,1,"84,90","117,60","32,70","27,80%"
01013876,CALÇA VICIO,UN,2,"169,80","336,00","166,20","49,46%"
01013880,CALÇA VICIO,UN,1,"84,90","168,00","83,10","49,46%"
01013882,CALÇA VICIO,UN,1,"84,90","168,00","83,10","49,46%"
01013891,CALÇA VICIO,UN,1,"89,90","168,00","78,10","46,48%"
01013894,CALÇA VICIO,UN,2,"169,98","268,60","98,62","36,71%"
01013910,CALÇA VICIO,UN,2,"169,80","319,20","149,40","46,80%"
01013924,CALÇA VICIO,UN,2,"179,80","318,01","138,21","43,46%"
01013926,CALÇA VICIO,UN,3,"269,70","436,40","166,70","38,19%"
01013948,CALÇA VICIO,UN,1,"84,90","168,00","83,10","49,46%"
01013969,CALÇA VICIO,UN,2,"179,80","316,18","136,38","43,13%"
01013971,CALÇA VICIO,UN,1,"84,90","150,01","65,11","43,40%"
01013979,CALÇA VICIO,UN,1,"89,90","145,99","56,09","38,42%"
01014023,CALÇA CONFORT COM CINTO,UN,1,"94,90","189,75","94,85","49,98%"
01014038,CALÇA VICIO,UN,2,"169,80","319,20","149,40","46,80%"
01014060,CALÇA CONFORT COM CINTO,UN,1,"94,90","189,75","94,85","49,98%"
01014062,CALÇA CONFORT COM CINTO,UN,1,"94,90","189,75","94,85","49,98%"
01014063,CALÇA VICIO,UN,1,"89,90","150,01","60,11","40,07%"
01014089,CALÇA CONFORT FLARE,UN,1,"84,90","189,90","105,00","55,29%"
01014109,CALÇA VICIO,UN,1,"89,90","168,00","78,10","46,48%"
01014111,CALÇA VICIO,UN,1,"89,90","168,00","78,10","46,48%"
01014123,CALÇA VICIO,UN,1,"89,90","150,01","60,11","40,07%"
01014131,CALÇA VICIO,UN,1,"89,90","168,00","78,10","46,48%"
01014134,CALÇA VICIO,UN,2,"169,80","318,01","148,21","46,60%"
01014146,CALÇA VICIO,UN,1,"89,90","168,00","78,10","46,48%"
01014163,CALÇA VICIO,UN,1,"84,60","168,00","83,40","49,64%"
01014190,CALÇA PRETA VICIO,UN,3,"254,70","285,60","30,90","10,81%"
01014194,CALÇA CONFORT COM CINTO,UN,1,"94,90","189,75","94,85","49,98%"
01014196,CALÇA VICIO,UN,1,"89,90","151,20","61,30","40,54%"
01014226,CALÇA VICIO,UN,1,"89,90","168,00","78,10","46,48%"
01014233,CALÇA VICIO,UN,1,"84,99","168,00","83,01","49,41%"
01014239,CALÇA VICIO,UN,1,"84,90","168,00","83,10","49,46%"
01014282,CALÇA CONFORT COM CINTO,UN,1,"94,90","189,75","94,85","49,98%"
01014310,CALÇA VICIO,UN,1,"89,90","84,00","-5,90","-7,02%"
01014343,CALÇA CONFORT COM CINTO,UN,1,"94,90","189,75","94,85","49,98%"
01014366,CALÇA VICIO,UN,1,"84,99","152,16","67,17","44,14%"
01014371,CALÇA VICIO,UN,1,"84,90","117,60","32,70","27,80%"
01014444,CALÇA VICIO ESTAMPADA,UN,1,"84,90","150,01","65,11","43,40%"
01014558,CALÇA FEMININA CONFORT COS ALTO MODELADORA,UN,1,"94,90","189,90","95,00","50,02%"
01014677,CALÇA FEMININA CONFORT COS ALTO MODELADORA,UN,1,"94,90","170,91","76,01","44,47%"
01014714,CALÇA CONFORT COS ALTO MODELA,UN,1,"94,90","189,90","95,00","50,02%"
01014826,CALÇA MODELADORA,UN,1,"96,90","189,90","93,00","48,97%"
01014828,CALÇA CONFORT ELASTICO MODELA,UN,1,"94,90","189,90","95,00","50,02%"
01014853,CALÇA VICIO,UN,1,"94,90","189,90","95,00","50,02%"
01014866,CALÇA CONFORT COS SUPER ALTO BLACK STAMPEDEX,UN,1,"94,90","132,87","37,97","28,57%"
01014911,CALÇA VICIO,UN,1,"94,90","105,87","10,97","10,36%"
01014912,CALÇA MODELADORA,UN,1,"96,90","170,91","74,01","43,30%"
01014923,CALÇA MODELADORA,UN,1,"96,90","189,90","93,00","48,97%"
01014934,CALÇA,UN,1,"79,90","189,90","110,00","57,92%"
01014935,CALÇA VICIO,UN,1,"75,00","165,00","90,00","54,54%"
01014937,CALÇA CONFORT ELASTICO MODELADORA,UN,1,"94,90","105,58","10,68","10,11%"
01014957,CALÇA VICIO,UN,1,"94,90","189,90","95,00","50,02%"
01014958,CALÇA CONFORT ELASTICO MODELADORA COLOR,UN,1,"94,90","151,90","57,00","37,52%"
01015000,CALÇA,UN,2,"189,80","379,80","190,00","50,02%"
01015020,CALÇA,UN,1,"94,90","189,90","95,00","50,02%"
01015049,CALÇA CONFORT ELASTICO MODELADORA,UN,1,"94,90","113,94","19,04","16,71%"
01015070,CALÇA VCIO,UN,1,"94,90","189,90","95,00","50,02%"
01015081,CALÇA,UN,1,"94,90","189,90","95,00","50,02%"
01015142,CALÇA FEMININA LEGGING MODELADORA,UN,1,"84,90","94,41","9,51","10,07%"
01015176,CALÇA VICIO,UN,1,"94,90","113,81","18,91","16,61%"
01015553,CALÇA VICIO,UN,1,"89,90","188,10","98,20","52,20%"
01015556,CALÇA,UN,1,"99,90","214,80","114,90","53,49%"
01015569,CALÇA VICIO,UN,1,"89,90","189,90","100,00","52,65%"
01015576,CALÇA,UN,1,"89,90","180,01","90,11","50,05%"
01015588,CALÇA VICIO,UN,1,"89,90","189,90","100,00","52,65%"
01015807,CALÇA,UN,1,"94,90","199,35","104,45","52,39%"
01015834,CALÇA,UN,1,"98,90","214,95","116,05","53,98%"
01015876,CALÇA VICIO,UN,1,"98,90","214,95","116,05","53,98%"
01015973,CALÇA MODELADORA,UN,1,"89,90","198,00","108,10","54,59%"
01016006,CALÇA VICIO,UN,2,"177,80","383,85","206,05","53,67%"
01016012,CALÇA,UN,1,"89,90","193,95","104,05","53,64%"
01016143,CALÇA HOT PANTS MODELADORA,UN,1,"101,90","219,00","117,10","53,47%"
01016157,CALÇA VICIO,UN,1,"99,90","203,80","103,90","50,98%"
01016194,CALÇA,UN,1,"105,90","204,00","98,10","48,08%"
01016210,CALÇA VICIO,UN,1,"89,90","193,35","103,45","53,50%"
01016237,CALÇA,UN,1,"99,90","199,00","99,10","49,79%"
01016242,CALÇA,UN,1,"89,90","193,35","103,45","53,50%"
01016314,CALÇA,UN,1,"99,90","214,80","114,90","53,49%"
01016317,CALÇA,UN,1,"99,90","194,99","95,09","48,76%"
01016348,CALÇA VICIO,UN,2,"199,80","424,65","224,85","52,94%"
01016354,CALÇA VICIO,UN,1,"89,90","188,85","98,95","52,39%"
01016362,CALÇA,UN,1,"99,90","214,50","114,60","53,42%"
01016373,CALÇA,UN,1,"99,90","214,80","114,90","53,49%"
01016378,CALÇA VICIO,UN,1,"99,90","200,00","100,10","50,05%"
01016382,CALÇA VICIO,UN,1,"99,90","214,80","114,90","53,49%"
01016399,CALÇA VERDE,UN,1,"99,90","214,80","114,90","53,49%"
01016400,CALÇA,UN,1,"99,90","214,80","114,90","53,49%"
01016415,CALÇA,UN,1,"99,90","204,79","104,89","51,21%"
01016457,CALÇA VICIO,UN,1,"89,90","193,35","103,45","53,50%"
01016459,CALÇA,UN,1,"89,90","183,35","93,45","50,96%"
01016465,CALÇA VICIO,UN,1,"99,90","214,80","114,90","53,49%"
01016477,CALÇA,UN,1,"99,90","214,80","114,90","53,49%"
01016478,CALÇA VICIO,UN,1,"99,90","214,80","114,90","53,49%"
01016480,CALÇA,UN,1,"89,90","183,35","93,45","50,96%"
01016501,CALÇA,UN,1,"89,90","193,35","103,45","53,50%"
01016508,CALÇA VICIO,UN,1,"89,90","193,35","103,45","53,50%"
01016509,CALÇA FEMININA,UN,1,"89,90","193,35","103,45","53,50%"
01016513,CALÇA VICIO,UN,1,"99,90","128,43","28,53","22,21%"
01016514,CALÇA,UN,1,"99,90","189,80","89,90","47,36%"
01016517,CALÇA CONFORT MODELADORA,UN,1,"94,90","189,80","94,90","50,00%"
01016527,CALÇA,UN,1,"89,90","179,80","89,90","50,00%"
01016632,CALÇA EDEX,UN,1,"89,90","193,35","103,45","53,50%"
01017334,CALÇA EDEX,UN,1,"99,90","214,50","114,60","53,42%"
1023028,CASACO LINDA MOÇA,UN,1,"109,90","163,99","54,09","32,98%"
1025032,TOP NICOLE,UN,1,"39,90","85,90","46,00","53,55%"
1029146,CAPA LINDA MOÇA,UN,1,"159,90","239,85","79,95","33,33%"
01030067,BLUSA,UN,2,"0,00","148,90","148,90","100,00%"
01030069,BLUSA,UN,2,"0,00","183,00","183,00","100,00%"
01030071,BLUSA,UN,1,"0,00","99,00","99,00","100,00%"
01030073,BLUSA ALCIONE,UN,6,"0,00","345,50","345,50","100,00%"
01030082,BLUSA JOLIE,UN,2,"0,00","151,30","151,30","100,00%"
01030085,BLUSA JOLIE,UN,2,"50,00","148,91","98,91","66,42%"
01030378,BERMUDA VICIO,UN,1,"0,00","134,42","134,42","100,00%"
01030390,BERMUDA VICIO,UN,1,"0,00","134,00","134,00","100,00%"
01030402,BERMUDA VICIO,UN,1,"0,00","142,30","142,30","100,00%"
1032416,BLAZER LINDA MOCA,UN,2,"139,80","225,00","85,20","37,86%"
1033016,CASACO LINDO MOÇA,UN,1,"99,90","164,85","64,95","39,39%"
1033246,CASACO,UN,2,"229,80","336,71","106,91","31,75%"
1034846,JAQUETA LINDA MOCA,UN,2,"179,80","279,60","99,80","35,69%"
1041022,VESTIDO ROSE,UN,2,"179,80","382,95","203,15","53,04%"
01050215,SHORT COLORIDO VICIO,UN,2,"0,00","292,21","292,21","100,00%"
01050217,SHORT VICIO,UN,1,"0,00","149,85","149,85","100,00%"
01050218,SHORT VICIO FATAL,UN,2,"0,00","284,71","284,71","100,00%"
01050242,SHORT VICIO,UN,2,"0,00","299,70","299,70","100,00%"
01050265,BERMUDA,UN,1,"0,00","134,82","134,82","100,00%"
01050266,SHORT VICIO,UN,3,"0,00","431,57","431,57","100,00%"
01050271,SHOTS VICIO,UN,4,"0,00","583,76","583,76","100,00%"
01050330,SHORT VICIO,UN,1,"74,90","134,86","59,96","44,46%"
01050462,SHOTS EDEX 38,UN,1,"73,90","159,00","85,10","53,52%"
01050526,SHORT,UN,1,"76,00","159,90","83,90","52,47%"
01050554,SHORT,UN,1,"78,90","169,50","90,60","53,45%"
1052397,CALÇA MANTTO,UN,1,"76,50","59,90","-16,60","-27,71%"
1052425,CALÇA MANTO,UN,1,"0,00","137,70","137,70","100,00%"
1052446,CALÇA FEMININA,UN,2,"0,00","287,10","287,10","100,00%"
1052461,CALÇA MANTO,UN,9,"0,00","1.353,70","1353,70","100,00%"
1052463,CALÇA MANTO,UN,7,"76,50","1.040,40","963,90","92,64%"
1053525,SHORT BRANCO,UN,2,"104,86","221,32","116,46","52,62%"
1053568,SHORT BOY LATERAL,UN,1,"59,43","128,70","69,27","53,82%"
1053601,SHORT JEANS,UN,1,"69,90","89,09","19,19","21,54%"
1059001,SHORT SAIA,UN,1,"89,99","179,70","89,71","49,92%"
1059142,MINI SAIA DESTROYED,UN,1,"53,30","114,50","61,20","53,44%"
1059147,SAIA COLOR,UN,1,"69,93","142,34","72,41","50,87%"
1059154,MINI SAIA BARRA,UN,1,"55,93","121,00","65,07","53,77%"
1059166,SAIA A RECORTES,UN,1,"55,93","121,00","65,07","53,77%"
1059167,SAIA DESFIADA COLOR,UN,1,"48,93","105,90","56,97","53,79%"
1059171,SAIA FRANJA STONE,UN,1,"55,93","121,00","65,07","53,77%"
1059175,SAIA JEANS COSTURA FRENTE,UN,1,"48,95","107,00","58,05","54,25%"
1059176,SAIA BRANCA,UN,1,"55,93","121,00","65,07","53,77%"
1059191,MINI SAIA MARMORIZADA,UN,3,"176,88","372,46","195,58","52,51%"
1059210,SAIA SKY COM VIES LATERAL,UN,3,"188,79","397,30","208,51","52,48%"
1059212,SAIA REC. FRENTE CÓS,UN,1,"69,90","149,85","79,95","53,35%"
1059215,SAIA,UN,1,"55,95","113,37","57,42","50,64%"
1059216,SAIA REC A STONED,UN,1,"66,43","143,10","76,67","53,57%"
1060001,REGATA MAISA,UN,1,"54,90","106,25","51,35","48,32%"
01060007,SAIA FEMININA CONFORT,UN,1,"69,90","139,80","69,90","50,00%"
01060014,SAIA VICIO,UN,1,"69,90","125,91","56,01","44,48%"
1060015,REGATA MAISA,UN,1,"58,90","105,00","46,10","43,90%"
1060017,REGATA MAISA,UN,1,"58,90","41,90","-17,00","-40,57%"
1060022,REGATA MAISA,UN,3,"176,70","358,80","182,10","50,75%"
01060025,SHORT VICIO,UN,1,"69,90","139,80","69,90","50,00%"
1060049,BODY CECY,UN,1,"96,90","199,80","102,90","51,50%"
1060108,BODY TAINARA,UN,1,"89,90","189,90","100,00","52,65%"
1060121,BODY DESIREÉ,UN,1,"79,90","171,75","91,85","53,47%"
1060160,BODY MARISOL,UN,1,"89,99","99,91","9,92","9,92%"
1061008,BLUSA LISIE FLOR,UN,1,"69,90","149,85","79,95","53,35%"
1061010,BLUSA LYLA,UN,1,"69,90","142,36","72,46","50,89%"
1061018,BLUSA BABADO,UN,3,"194,70","389,18","194,48","49,97%"
1061019,BLUSA NORMINHA,UN,1,"64,90","132,95","68,05","51,18%"
